scenario_id,model_id,kind,path,score,status
IMG-TXT-01,gemini-3-pro-image-vertex,output,outputs/image/IMG-TXT-01/gemini-3-pro-image-vertex.png,7.7878,scored
IMG-TXT-01,gpt-image-2-high,output,outputs/image/IMG-TXT-01/gpt-image-2-high.png,10.0,scored
IMG-TXT-02,gemini-3-pro-image-vertex,output,outputs/image/IMG-TXT-02/gemini-3-pro-image-vertex.png,10.0,scored
IMG-TXT-02,gpt-image-2-high,output,outputs/image/IMG-TXT-02/gpt-image-2-high.png,9.3256,scored
IMG-TXT-03,gemini-3-pro-image-vertex,output,outputs/image/IMG-TXT-03/gemini-3-pro-image-vertex.png,10.0,scored
IMG-TXT-03,gpt-image-2-high,output,outputs/image/IMG-TXT-03/gpt-image-2-high.png,10.0,scored
IMG-TXT-04,gemini-3-pro-image-vertex,output,outputs/image/IMG-TXT-04/gemini-3-pro-image-vertex.png,10.0,scored
IMG-TXT-04,gpt-image-2-high,output,outputs/image/IMG-TXT-04/gpt-image-2-high.png,10.0,scored
IMG-TXT-05,gemini-3-pro-image-vertex,output,outputs/image/IMG-TXT-05/gemini-3-pro-image-vertex.png,9.9,scored
IMG-TXT-05,gpt-image-2-high,output,outputs/image/IMG-TXT-05/gpt-image-2-high.png,8.5004,scored
IMG-TXT-06,gemini-3-pro-image-vertex,output,outputs/image/IMG-TXT-06/gemini-3-pro-image-vertex.png,9.8,scored
IMG-TXT-06,gpt-image-2-high,output,outputs/image/IMG-TXT-06/gpt-image-2-high.png,10.0,scored
IMG-TXT-07,gemini-3-pro-image-vertex,output,outputs/image/IMG-TXT-07/gemini-3-pro-image-vertex.png,10.0,scored
IMG-TXT-07,gpt-image-2-high,output,outputs/image/IMG-TXT-07/gpt-image-2-high.png,10.0,scored
IMG-UI-01,gemini-3-pro-image-vertex,output,outputs/image/IMG-UI-01/gemini-3-pro-image-vertex.png,10.0,scored
IMG-UI-01,gpt-image-2-high,output,outputs/image/IMG-UI-01/gpt-image-2-high.png,10.0,scored
IMG-UI-02,gemini-3-pro-image-vertex,output,outputs/image/IMG-UI-02/gemini-3-pro-image-vertex.png,9.85,scored
IMG-UI-02,gpt-image-2-high,output,outputs/image/IMG-UI-02/gpt-image-2-high.png,10.0,scored
IMG-UI-03,gemini-3-pro-image-vertex,output,outputs/image/IMG-UI-03/gemini-3-pro-image-vertex.png,10.0,scored
IMG-UI-03,gpt-image-2-high,output,outputs/image/IMG-UI-03/gpt-image-2-high.png,10.0,scored
IMG-UI-07,gemini-3-pro-image-vertex,output,outputs/image/IMG-UI-07/gemini-3-pro-image-vertex.png,10.0,scored
IMG-UI-07,gpt-image-2-high,output,outputs/image/IMG-UI-07/gpt-image-2-high.png,10.0,scored
IMG-UI-08,gemini-3-pro-image-vertex,output,outputs/image/IMG-UI-08/gemini-3-pro-image-vertex.png,8.9286,scored
IMG-UI-08,gpt-image-2-high,output,outputs/image/IMG-UI-08/gpt-image-2-high.png,10.0,scored
IMG-UI-09,gemini-3-pro-image-vertex,output,outputs/image/IMG-UI-09/gemini-3-pro-image-vertex.png,10.0,scored
IMG-UI-09,gpt-image-2-high,output,outputs/image/IMG-UI-09/gpt-image-2-high.png,10.0,scored
IMG-UI-10,gemini-3-pro-image-vertex,output,outputs/image/IMG-UI-10/gemini-3-pro-image-vertex.png,10.0,scored
IMG-UI-10,gpt-image-2-high,output,outputs/image/IMG-UI-10/gpt-image-2-high.png,9.5,scored
