scenario_id,model_id,kind,path,score,status
IMG-BRAND-01,,original_input (source),inputs/IMG-BRAND-01/IMG-BRAND-01-source.png,,frozen
IMG-BRAND-01,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-BRAND-01/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-BRAND-01,gpt-image-2-low,output,outputs/image/IMG-BRAND-01/gpt-image-2-low.png,,measured
IMG-BRAND-07,,original_input (source),inputs/IMG-BRAND-07/IMG-BRAND-07-source.png,,frozen
IMG-BRAND-07,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-BRAND-07/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-BRAND-07,gpt-image-2-low,output,outputs/image/IMG-BRAND-07/gpt-image-2-low.png,,measured
IMG-BRAND-09,,original_input (source),inputs/IMG-BRAND-09/IMG-BRAND-09-source.png,,frozen
IMG-BRAND-09,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-BRAND-09/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-BRAND-09,gpt-image-2-low,output,outputs/image/IMG-BRAND-09/gpt-image-2-low.png,,measured
IMG-CHAR-09,,original_input (source),inputs/IMG-CHAR-09/IMG-CHAR-09-source.png,,frozen
IMG-CHAR-09,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-CHAR-09/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-CHAR-09,gpt-image-2-low,output,outputs/image/IMG-CHAR-09/gpt-image-2-low.png,,measured
IMG-CHAR-10,,original_input (source),inputs/IMG-CHAR-10/IMG-CHAR-10-source.png,,frozen
IMG-CHAR-10,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-CHAR-10/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-CHAR-10,gpt-image-2-low,output,outputs/image/IMG-CHAR-10/gpt-image-2-low.png,,measured
IMG-GAME-01,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-GAME-01/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-GAME-01,gpt-image-2-low,output,outputs/image/IMG-GAME-01/gpt-image-2-low.png,,measured
IMG-GAME-16,,original_input (source),inputs/IMG-GAME-16/IMG-GAME-base-urban.png,,frozen
IMG-GAME-16,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-GAME-16/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-GAME-16,gpt-image-2-low,output,outputs/image/IMG-GAME-16/gpt-image-2-low.png,,measured
IMG-GAME-20,,original_input (source),inputs/IMG-GAME-20/IMG-GAME-base-urban.png,,frozen
IMG-GAME-20,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-GAME-20/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-GAME-20,gpt-image-2-low,output,outputs/image/IMG-GAME-20/gpt-image-2-low.png,,measured
IMG-GAME-31,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-GAME-31/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-GAME-31,gpt-image-2-low,output,outputs/image/IMG-GAME-31/gpt-image-2-low.png,,measured
IMG-GAME-33,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-GAME-33/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-GAME-33,gpt-image-2-low,output,outputs/image/IMG-GAME-33/gpt-image-2-low.png,,measured
IMG-GAME-54,,original_input (source),inputs/IMG-GAME-54/IMG-GAME-base-urban.png,,frozen
IMG-GAME-54,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-GAME-54/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-GAME-54,gpt-image-2-low,output,outputs/image/IMG-GAME-54/gpt-image-2-low.png,,measured
IMG-GAME-55,,original_input (source),inputs/IMG-GAME-55/IMG-GAME-base-urban.png,,frozen
IMG-GAME-55,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-GAME-55/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-GAME-55,gpt-image-2-low,output,outputs/image/IMG-GAME-55/gpt-image-2-low.png,,measured
IMG-GAME-58,,original_input (source),inputs/IMG-GAME-58/IMG-GAME-base-pet.png,,frozen
IMG-GAME-58,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-GAME-58/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-GAME-58,gpt-image-2-low,output,outputs/image/IMG-GAME-58/gpt-image-2-low.png,,measured
IMG-LE-01,,original_input (source),inputs/IMG-LE-01/IMG-LE-01-source.png,,frozen
IMG-LE-01,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-LE-01/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-LE-01,gpt-image-2-low,output,outputs/image/IMG-LE-01/gpt-image-2-low.png,,measured
IMG-LE-07,,original_input (source),inputs/IMG-LE-07/IMG-LE-07-source.png,,frozen
IMG-LE-07,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-LE-07/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-LE-07,gpt-image-2-low,output,outputs/image/IMG-LE-07/gpt-image-2-low.png,,measured
IMG-LE-08,,original_input (source),inputs/IMG-LE-08/IMG-LE-08-source.png,,frozen
IMG-LE-08,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-LE-08/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-LE-08,gpt-image-2-low,output,outputs/image/IMG-LE-08/gpt-image-2-low.png,,measured
IMG-STY-06,,original_input (source),inputs/IMG-STY-06/IMG-STY-06-source.png,,frozen
IMG-STY-06,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-STY-06/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-STY-06,gpt-image-2-low,output,outputs/image/IMG-STY-06/gpt-image-2-low.png,,measured
IMG-STY-07,,original_input (source),inputs/IMG-STY-07/IMG-STY-07-source.png,,frozen
IMG-STY-07,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-STY-07/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-STY-07,gpt-image-2-low,output,outputs/image/IMG-STY-07/gpt-image-2-low.png,,measured
IMG-STY-09,,original_input (source),inputs/IMG-STY-09/IMG-STY-09-source.png,,frozen
IMG-STY-09,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-STY-09/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-STY-09,gpt-image-2-low,output,outputs/image/IMG-STY-09/gpt-image-2-low.png,,measured
IMG-TXT-01,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-TXT-01/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-TXT-01,gpt-image-2-low,output,outputs/image/IMG-TXT-01/gpt-image-2-low.png,,measured
IMG-TXT-03,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-TXT-03/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-TXT-03,gpt-image-2-low,output,outputs/image/IMG-TXT-03/gpt-image-2-low.png,,measured
IMG-TXT-04,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-TXT-04/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-TXT-04,gpt-image-2-low,output,outputs/image/IMG-TXT-04/gpt-image-2-low.png,,measured
IMG-TXT-06,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-TXT-06/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-TXT-06,gpt-image-2-low,output,outputs/image/IMG-TXT-06/gpt-image-2-low.png,,measured
IMG-TXT-07,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-TXT-07/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-TXT-07,gpt-image-2-low,output,outputs/image/IMG-TXT-07/gpt-image-2-low.png,,measured
IMG-TXT-09,,original_input (source),inputs/IMG-TXT-09/IMG-TXT-09-source.png,,frozen
IMG-TXT-09,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-TXT-09/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-TXT-09,gpt-image-2-low,output,outputs/image/IMG-TXT-09/gpt-image-2-low.png,,measured
IMG-UI-02,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-UI-02/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-UI-02,gpt-image-2-low,output,outputs/image/IMG-UI-02/gpt-image-2-low.png,,measured
IMG-UI-03,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-UI-03/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-UI-03,gpt-image-2-low,output,outputs/image/IMG-UI-03/gpt-image-2-low.png,,measured
IMG-UI-05,,original_input (source),inputs/IMG-UI-05/IMG-UI-05-source.png,,frozen
IMG-UI-05,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-UI-05/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-UI-05,gpt-image-2-low,output,outputs/image/IMG-UI-05/gpt-image-2-low.png,,measured
IMG-UI-07,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-UI-07/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-UI-07,gpt-image-2-low,output,outputs/image/IMG-UI-07/gpt-image-2-low.png,,measured
IMG-UI-08,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-UI-08/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-UI-08,gpt-image-2-low,output,outputs/image/IMG-UI-08/gpt-image-2-low.png,,measured
IMG-UI-10,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-UI-10/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-UI-10,gpt-image-2-low,output,outputs/image/IMG-UI-10/gpt-image-2-low.png,,measured
IMG-VIEW-15,,original_input (source),inputs/IMG-VIEW-15/IMG-VIEW-base-horizon.png,,frozen
IMG-VIEW-15,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-VIEW-15/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-VIEW-15,gpt-image-2-low,output,outputs/image/IMG-VIEW-15/gpt-image-2-low.png,,measured
IMG-VIEW-19,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-VIEW-19/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-VIEW-19,gpt-image-2-low,output,outputs/image/IMG-VIEW-19/gpt-image-2-low.png,,measured
IMG-VIEW-20,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-VIEW-20/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-VIEW-20,gpt-image-2-low,output,outputs/image/IMG-VIEW-20/gpt-image-2-low.png,,measured
IMG-VIEW-21,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-VIEW-21/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-VIEW-21,gpt-image-2-low,output,outputs/image/IMG-VIEW-21/gpt-image-2-low.png,,measured
IMG-GAME-21,,original_input (source),inputs/IMG-GAME-21/IMG-GAME-base-heavy.png,,frozen
IMG-GAME-21,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-GAME-21/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-GAME-21,gpt-image-2-low,output,outputs/image/IMG-GAME-21/gpt-image-2-low.png,,measured
