scenario_id,model_id,kind,path,score,status
IMG-BRAND-03,,original_input (source),inputs/IMG-BRAND-03/IMG-BRAND-03-source.png,,frozen
IMG-BRAND-03,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-BRAND-03/gemini-3-1-flash-image-vertex.png,,measured
IMG-BRAND-03,gpt-image-2-medium,output,outputs/image/IMG-BRAND-03/gpt-image-2-medium.png,,measured
IMG-BRAND-06,,original_input (source),inputs/IMG-BRAND-06/IMG-BRAND-06-source.png,,frozen
IMG-BRAND-06,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-BRAND-06/gemini-3-1-flash-image-vertex.png,,measured
IMG-BRAND-06,gpt-image-2-medium,output,outputs/image/IMG-BRAND-06/gpt-image-2-medium.png,,measured
IMG-BRAND-08,,original_input (source),inputs/IMG-BRAND-08/IMG-BRAND-08-source.png,,frozen
IMG-BRAND-08,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-BRAND-08/gemini-3-1-flash-image-vertex.png,,measured
IMG-BRAND-08,gpt-image-2-medium,output,outputs/image/IMG-BRAND-08/gpt-image-2-medium.png,,measured
IMG-GAME-02,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GAME-02/gemini-3-1-flash-image-vertex.png,,measured
IMG-GAME-02,gpt-image-2-medium,output,outputs/image/IMG-GAME-02/gpt-image-2-medium.png,,measured
IMG-GAME-04,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GAME-04/gemini-3-1-flash-image-vertex.png,,measured
IMG-GAME-04,gpt-image-2-medium,output,outputs/image/IMG-GAME-04/gpt-image-2-medium.png,,measured
IMG-GAME-07,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GAME-07/gemini-3-1-flash-image-vertex.png,,measured
IMG-GAME-07,gpt-image-2-medium,output,outputs/image/IMG-GAME-07/gpt-image-2-medium.png,,measured
IMG-GAME-09,,original_input (source),inputs/IMG-GAME-09/IMG-GAME-base-urban.png,,frozen
IMG-GAME-09,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GAME-09/gemini-3-1-flash-image-vertex.png,,measured
IMG-GAME-09,gpt-image-2-medium,output,outputs/image/IMG-GAME-09/gpt-image-2-medium.png,,measured
IMG-GAME-13,,original_input (source),inputs/IMG-GAME-13/IMG-GAME-base-urban.png,,frozen
IMG-GAME-13,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GAME-13/gemini-3-1-flash-image-vertex.png,,measured
IMG-GAME-13,gpt-image-2-medium,output,outputs/image/IMG-GAME-13/gpt-image-2-medium.png,,measured
IMG-GAME-14,,original_input (source),inputs/IMG-GAME-14/IMG-GAME-base-heavy.png,,frozen
IMG-GAME-14,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GAME-14/gemini-3-1-flash-image-vertex.png,,measured
IMG-GAME-14,gpt-image-2-medium,output,outputs/image/IMG-GAME-14/gpt-image-2-medium.png,,measured
IMG-GAME-17,,original_input (source),inputs/IMG-GAME-17/IMG-GAME-base-heavy.png,,frozen
IMG-GAME-17,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GAME-17/gemini-3-1-flash-image-vertex.png,,measured
IMG-GAME-17,gpt-image-2-medium,output,outputs/image/IMG-GAME-17/gpt-image-2-medium.png,,measured
IMG-GAME-22,,original_input (source),inputs/IMG-GAME-22/IMG-GAME-base-urban.png,,frozen
IMG-GAME-22,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GAME-22/gemini-3-1-flash-image-vertex.png,,measured
IMG-GAME-22,gpt-image-2-medium,output,outputs/image/IMG-GAME-22/gpt-image-2-medium.png,,measured
IMG-GAME-24,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GAME-24/gemini-3-1-flash-image-vertex.png,,measured
IMG-GAME-24,gpt-image-2-medium,output,outputs/image/IMG-GAME-24/gpt-image-2-medium.png,,measured
IMG-GAME-25,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GAME-25/gemini-3-1-flash-image-vertex.png,,measured
IMG-GAME-25,gpt-image-2-medium,output,outputs/image/IMG-GAME-25/gpt-image-2-medium.png,,measured
IMG-GAME-26,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GAME-26/gemini-3-1-flash-image-vertex.png,,measured
IMG-GAME-26,gpt-image-2-medium,output,outputs/image/IMG-GAME-26/gpt-image-2-medium.png,,measured
IMG-GAME-27,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GAME-27/gemini-3-1-flash-image-vertex.png,,measured
IMG-GAME-27,gpt-image-2-medium,output,outputs/image/IMG-GAME-27/gpt-image-2-medium.png,,measured
IMG-GAME-29,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GAME-29/gemini-3-1-flash-image-vertex.png,,measured
IMG-GAME-29,gpt-image-2-medium,output,outputs/image/IMG-GAME-29/gpt-image-2-medium.png,,measured
IMG-GAME-34,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GAME-34/gemini-3-1-flash-image-vertex.png,,measured
IMG-GAME-34,gpt-image-2-medium,output,outputs/image/IMG-GAME-34/gpt-image-2-medium.png,,measured
IMG-GAME-36,,original_input (source),inputs/IMG-GAME-36/IMG-GAME-base-masked.png,,frozen
IMG-GAME-36,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GAME-36/gemini-3-1-flash-image-vertex.png,,measured
IMG-GAME-36,gpt-image-2-medium,output,outputs/image/IMG-GAME-36/gpt-image-2-medium.png,,measured
IMG-GAME-37,,original_input (source),inputs/IMG-GAME-37/IMG-GAME-base-urban.png,,frozen
IMG-GAME-37,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GAME-37/gemini-3-1-flash-image-vertex.png,,measured
