scenario_id,model_id,kind,path,score,status
IMG-GEDIT-11,,original_input (source),inputs/IMG-GEDIT-11/IMG-GEDIT-11-source.png,,frozen
IMG-GEDIT-11,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-GEDIT-11/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-GEDIT-11,gpt-image-2-low,output,outputs/image/IMG-GEDIT-11/gpt-image-2-low.png,,measured
IMG-GEDIT-12,,original_input (source),inputs/IMG-GEDIT-12/IMG-GEDIT-12-source.png,,frozen
IMG-GEDIT-12,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-GEDIT-12/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-GEDIT-12,gpt-image-2-low,output,outputs/image/IMG-GEDIT-12/gpt-image-2-low.png,,measured
IMG-GEDIT-19,,original_input (source),inputs/IMG-GEDIT-19/IMG-GEDIT-19-source.png,,frozen
IMG-GEDIT-19,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-GEDIT-19/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-GEDIT-19,gpt-image-2-low,output,outputs/image/IMG-GEDIT-19/gpt-image-2-low.png,,measured
IMG-GEDIT-23,,original_input (source),inputs/IMG-GEDIT-23/IMG-GEDIT-23-source.png,,frozen
IMG-GEDIT-23,gemini-3-1-flash-lite-image-vertex,invalid_attempt,outputs/image/IMG-GEDIT-23/gemini-3-1-flash-lite-image-vertex.invalid-1.jpg,,invalid
IMG-GEDIT-23,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-GEDIT-23/gemini-3-1-flash-lite-image-vertex.jpg,,invalid
IMG-GEDIT-23,gpt-image-2-low,output,outputs/image/IMG-GEDIT-23/gpt-image-2-low.png,,measured
IMG-GEDIT-24,,original_input (source),inputs/IMG-GEDIT-24/IMG-GEDIT-24-source.png,,frozen
IMG-GEDIT-24,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-GEDIT-24/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-GEDIT-24,gpt-image-2-low,output,outputs/image/IMG-GEDIT-24/gpt-image-2-low.png,,measured
IMG-GEDIT-25,,original_input (source),inputs/IMG-GEDIT-25/IMG-GEDIT-25-source.png,,frozen
IMG-GEDIT-25,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-GEDIT-25/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-GEDIT-25,gpt-image-2-low,output,outputs/image/IMG-GEDIT-25/gpt-image-2-low.png,,measured
IMG-GEDIT-29,,original_input (source),inputs/IMG-GEDIT-29/IMG-GEDIT-29-source.png,,frozen
IMG-GEDIT-29,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-GEDIT-29/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-GEDIT-29,gpt-image-2-low,output,outputs/image/IMG-GEDIT-29/gpt-image-2-low.png,,measured
IMG-GT2I-17,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-GT2I-17/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-GT2I-17,gpt-image-2-low,output,outputs/image/IMG-GT2I-17/gpt-image-2-low.png,,measured
IMG-GT2I-20,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-GT2I-20/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-GT2I-20,gpt-image-2-low,output,outputs/image/IMG-GT2I-20/gpt-image-2-low.png,,measured
IMG-GT2I-24,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-GT2I-24/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-GT2I-24,gpt-image-2-low,output,outputs/image/IMG-GT2I-24/gpt-image-2-low.png,,measured
IMG-GT2I-34,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-GT2I-34/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-GT2I-34,gpt-image-2-low,output,outputs/image/IMG-GT2I-34/gpt-image-2-low.png,,measured
IMG-GT2I-35,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-GT2I-35/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-GT2I-35,gpt-image-2-low,output,outputs/image/IMG-GT2I-35/gpt-image-2-low.png,,measured
IMG-GT2I-37,gemini-3-1-flash-lite-image-vertex,output,outputs/image/IMG-GT2I-37/gemini-3-1-flash-lite-image-vertex.jpg,,measured
IMG-GT2I-37,gpt-image-2-low,output,outputs/image/IMG-GT2I-37/gpt-image-2-low.png,,measured
